Champion,Region,Rank,Tier,Summoner
Pantheon,NA,11,Master,kckim
Pantheon,NA,12,Grandmaster,TOPLANE101
Pantheon,NA,13,Master,DannyKs
Pantheon,NA,14,Grandmaster,rogue
Pantheon,NA,15,Master,levi
Pantheon,NA,16,Master,Dwye
Pantheon,NA,17,Master,DefNotRoger
Pantheon,NA,18,Master,SHlTBUG
Pantheon,NA,19,Master,Daro
Pantheon,NA,20,Challenger,彻底疯狂
Pantheon,NA,21,Master,bigqi
Pantheon,NA,22,Grandmaster,爱撅嘴嘴的小甜妹
Pantheon,NA,23,Master,DDWN
Pantheon,NA,24,Master,BeowuIf
Pantheon,NA,25,Master,Dachiter
Pantheon,NA,26,Grandmaster,PoopSwag69
Pantheon,NA,27,Master,Phantom Miria
Pantheon,NA,28,Master,CanadianSorryEh
Pantheon,NA,29,Master,Qaoisae
Pantheon,NA,30,Master,Divigen Kr
Pantheon,NA,31,Master,Tzatzikii
Pantheon,NA,32,Master,Nong fu san quan
Pantheon,NA,33,Master,Dunk
Pantheon,NA,34,Master,Poker
Pantheon,NA,35,Master,Alter
Pantheon,NA,36,Master,Keegun
Pantheon,NA,37,Master,败者食尘
Pantheon,NA,38,Grandmaster,U are Vegetable
Pantheon,NA,39,Grandmaster,nonamerandomdog
Pantheon,NA,40,Master,StarP1atinum
Pantheon,NA,41,Master,mario kart 8
Pantheon,NA,42,Master,SUKANA
Pantheon,NA,43,Master,Ecrofkwah
Pantheon,NA,44,Master,Thich An Lon
Pantheon,NA,45,Grandmaster,nemy
Pantheon,NA,46,Master,CasterMinion
Pantheon,NA,47,Master,CoochieBoi69
Pantheon,NA,48,Master,6 7 250 SERBIAN
Pantheon,NA,49,Master,Rizzii
Pantheon,NA,50,Master,MAZINO
Pantheon,NA,51,Master,Vinhy
Pantheon,NA,52,Master,BeeAyO
Pantheon,NA,53,Master,khasar
Pantheon,NA,54,Master,Lokoman
Pantheon,NA,55,Diamond 1,Robozes
Pantheon,NA,56,Master,HarrisonTT
Pantheon,NA,57,Master,Arch Angeloid
Pantheon,NA,58,Master,HolyCarrot
Pantheon,NA,59,Master,microsync
Pantheon,NA,60,Master,Face on keyboard
Pantheon,NA,61,Master,Pho bò dac biet
Pantheon,NA,62,Master,DuckyBells
Pantheon,NA,63,Master,inSider v9
Pantheon,NA,64,Master,Raven 0001
Pantheon,NA,65,Master,a1cu
Pantheon,NA,66,Master,Ritsuki
Pantheon,NA,67,Master,Denta
Pantheon,NA,68,Master,Pachka Sigaret
Pantheon,NA,69,Master,Just4me
Pantheon,NA,70,Master,HTK777
Pantheon,NA,71,Master,Anxiety
Pantheon,NA,72,Master,LethalCompany
Pantheon,NA,73,Master,ChannyBoyy
Pantheon,NA,74,Diamond 1,4fun acc
Pantheon,NA,75,Master,worldwidetalent
Pantheon,NA,76,Master,iKunKun
Pantheon,NA,77,Master,W00 BABY
Pantheon,NA,78,Master,claptrap21
Pantheon,NA,79,Master,OpTic FeLon MuSK
Pantheon,NA,80,Diamond 1,Swizzy
Pantheon,NA,81,Diamond 1,trust
Pantheon,NA,82,Diamond 1,ANHQXïÄ
Pantheon,NA,83,Diamond 2,pummmmmmmmmmm
Pantheon,NA,84,Master,Wings
Pantheon,NA,85,Master,Sëkiró
Pantheon,NA,86,Master,小吗喽
Pantheon,NA,87,Master,Deadworld13
Pantheon,NA,88,Master,vawowant
Pantheon,NA,89,Master,Exiled Heretic
Pantheon,NA,90,Master,Ball
Pantheon,NA,91,Master,GoodyDoge
Pantheon,NA,92,Diamond 2,Axe me if i care
Pantheon,NA,93,Master,Johnny J Johnson
Pantheon,NA,94,Diamond 1,pingpongchezcake
Pantheon,NA,95,Master,UF MangoMeat
Pantheon,NA,96,Master,Giant
Pantheon,NA,97,Master,CHRYSANTHBUSTER
Pantheon,NA,98,Diamond 1,ThadCastIe
Pantheon,NA,99,Master,ThuaThamHal
Pantheon,NA,100,Master,S YANG
Poppy,NA,1,Challenger,twtv bobjenkins
Poppy,NA,2,Challenger,Allorim
Poppy,NA,3,Challenger,love poppy
Poppy,NA,4,Challenger,Topo
Poppy,NA,5,Challenger,IIIIIIIIIIllll
Poppy,NA,6,Grandmaster,BfVN Koha
Poppy,NA,7,Challenger,Santa
Poppy,NA,8,Challenger,Decoy
Poppy,NA,9,Challenger,olruol
Poppy,NA,10,Master,ztechie
Poppy,NA,11,Challenger,luvbaka
Poppy,NA,12,Grandmaster,SXT SVN
Poppy,NA,13,Master,Synotic
Poppy,NA,14,Master,Tora
Poppy,NA,15,Grandmaster,Ballsagna
Poppy,NA,16,Grandmaster,omega pissrand
Poppy,NA,17,Master,gemi
Poppy,NA,18,Master,MisterioM
Poppy,NA,19,Grandmaster,Fischl
Poppy,NA,20,Grandmaster,Jack
Poppy,NA,21,Grandmaster,dlwlrma21
Poppy,NA,22,Grandmaster,AdmirablePotato
Poppy,NA,23,Grandmaster,Wrath
Poppy,NA,24,Grandmaster,Hugme
Poppy,NA,25,Grandmaster,CookiesforSanta
Poppy,NA,26,Challenger,RoseThorn
Poppy,NA,27,Challenger,Protos
Poppy,NA,28,Challenger,aknid
Poppy,NA,29,Master,Expelles
Poppy,NA,30,Master,Kuzko
Poppy,NA,31,Grandmaster,Legendløl
Poppy,NA,32,Grandmaster,KnicNicks
Poppy,NA,33,Master,Evil Lobster
Poppy,NA,34,Grandmaster,Hyperton
Poppy,NA,35,Grandmaster,MrIemon
Poppy,NA,36,Master,memoTop
Poppy,NA,37,Grandmaster,Nilemars
Poppy,NA,38,Master,LIE IN EYES
Poppy,NA,39,Grandmaster,MeHappyYouHappy
Poppy,NA,40,Grandmaster,Spìrit
Poppy,NA,41,Master,Santa
Poppy,NA,42,Master,Reimu
Poppy,NA,43,Grandmaster,IlIlIlIlI
Poppy,NA,44,Master,1614
Poppy,NA,45,Master,Zero Nightmare 5
Poppy,NA,46,Master,Gaylord Nelson
Poppy,NA,47,Master,sevens
Poppy,NA,48,Master,Legerity
Poppy,NA,49,Master,Ocaiia
Poppy,NA,50,Master,Meeps
Poppy,NA,51,Grandmaster,Senna Bot
Poppy,NA,52,Master,Rixi
Poppy,NA,53,Master,Schvi
Poppy,NA,54,Master,NightsGale
Poppy,NA,55,Master,Pop Pop P
Poppy,NA,56,Master,crimp
Poppy,NA,57,Diamond 1,tibs2
Poppy,NA,58,Master,ThatsRidiculous
Poppy,NA,59,Grandmaster,omlettte
Poppy,NA,60,Master,Haise
Poppy,NA,61,Master,Purplesombrero
Poppy,NA,62,Diamond 1,gemi swift
Poppy,NA,63,Master,i might int
Poppy,NA,64,Master,BoatCrew2
Poppy,NA,65,Master,sillyboyjoe
Poppy,NA,66,Master,Nyarlathotep
Poppy,NA,67,Master,xFishy ÖwÖ
Poppy,NA,68,Master,4297
Poppy,NA,69,Master,Olek
Poppy,NA,70,Master,Hopadop
Poppy,NA,71,Diamond 1,iamlostwhereami
Poppy,NA,72,Diamond 1,BrwnRecluseGoose
Poppy,NA,73,Master,2Siked
Poppy,NA,74,Master,Enginenious
Poppy,NA,75,Master,Mental
Poppy,NA,76,Master,Drifting Chocobo
Poppy,NA,77,Master,Spiderhaz
Poppy,NA,78,Diamond 1,Santa
Poppy,NA,79,Diamond 1,ONLY TWO GEND3RS
Poppy,NA,80,Diamond 2,sloppy poppy
Poppy,NA,81,Diamond 2,Neobio
Poppy,NA,82,Master,AFeelGoodGamer
Poppy,NA,83,Master,EternalJ
Poppy,NA,84,Master,ZoaLoo007
Poppy,NA,85,Diamond 1,Hammer
Poppy,NA,86,Master,Bessyker
Poppy,NA,87,Master,NAP
Poppy,NA,88,Master,Phantom Miria
Poppy,NA,89,Master,Grub Hub Dub
Poppy,NA,90,Master,SUPERSOVIETPOPPY
Poppy,NA,91,Master,FrowstyWaffles
Poppy,NA,92,Master,Seagraves
Poppy,NA,93,Master,Zawale
Poppy,NA,94,Diamond 2,Darktonio
Poppy,NA,95,Master,Bear
Poppy,NA,96,Master,SummonerSquid
Poppy,NA,97,Master,im Spec
Poppy,NA,98,Master,Enne Zahard
Poppy,NA,99,Diamond 2,genji76
Poppy,NA,100,Master,leroy gankinse
Pyke,NA,1,Challenger,Davemon
Pyke,NA,2,Challenger,pizzaman007
Pyke,NA,3,Grandmaster,Werry
Pyke,NA,4,Challenger,FLY Busio
Pyke,NA,5,Challenger,Diamond
Pyke,NA,6,Grandmaster,Painfulremorse
Pyke,NA,7,Master,Yüksekçi
Pyke,NA,8,Challenger,THROW       LORD
Pyke,NA,9,Challenger,Lemontea
Pyke,NA,10,Challenger,Afflictive
Pyke,NA,11,Grandmaster,4lias
Pyke,NA,12,Grandmaster,DDOSS
Pyke,NA,13,Master,Frosthook
Pyke,NA,14,Master,Aldnoah
Pyke,NA,15,Master,Conchipmunk
Pyke,NA,16,Master,Magmor
Pyke,NA,17,Master,Mute And Pray
Pyke,NA,18,Master,Hope
Pyke,NA,19,Challenger,InFlame Kub
Pyke,NA,20,Grandmaster,nemy
Pyke,NA,21,Master,A Trusty Penguin
Pyke,NA,22,Master,wx lxty2222
Pyke,NA,23,Grandmaster,Swordblue
Pyke,NA,24,Grandmaster,rovex7
Pyke,NA,25,Master,AGG RickChum
Pyke,NA,26,Grandmaster,Vel Style
Pyke,NA,27,Master,PIZZA TIME PYKE
Pyke,NA,28,Grandmaster,Trade
Pyke,NA,29,Master,ghetto smosh
Pyke,NA,30,Master,audio zetsubo
Pyke,NA,31,Master,shizumui
Pyke,NA,32,Master,HurricaneMan
Pyke,NA,33,Grandmaster,Uretrx
Pyke,NA,34,Master,Rocktank10
Pyke,NA,35,Master,andinster
Pyke,NA,36,Master,J3XD
Pyke,NA,37,Master,AShires
Pyke,NA,38,Master,UWatchedMeDrown
Pyke,NA,39,Grandmaster,Aizo
Pyke,NA,40,Diamond 2,Xoinouor
Pyke,NA,41,Grandmaster,omlettte
Pyke,NA,42,Grandmaster,MaRiTiMuS
Pyke,NA,43,Grandmaster,Crimsonating
Pyke,NA,44,Master,Pyke
Pyke,NA,45,Grandmaster,alvinchangrocks
Pyke,NA,46,Master,Spy
Pyke,NA,47,Grandmaster,Faiyze
Pyke,NA,48,Master,BilgeMaster9000
Pyke,NA,49,Master,LX IV XII
Pyke,NA,50,Master,goge
Pyke,NA,51,Master,zZzLeOnzZz
Pyke,NA,52,Master,Lee Mid Only
Pyke,NA,53,Master,EnderRune
Pyke,NA,54,Master,Divigen Kr
Pyke,NA,55,Master,Skye
Pyke,NA,56,Master,Ø Mamison
Pyke,NA,57,Diamond 1,Kio
Pyke,NA,58,Master,Rare lndividual
Pyke,NA,59,Master,No Hooks Needed
Pyke,NA,60,Master,SK Gael
Pyke,NA,61,Master,T1 Quokka
Pyke,NA,62,Master,cats 1over
Pyke,NA,63,Master,Dadumdum
Pyke,NA,64,Master,Z3DB0T111
Pyke,NA,65,Master,Staplers
Pyke,NA,66,Master,Main Sup
Pyke,NA,67,Master,A Furious Doctor
Pyke,NA,68,Master,pyke420
Pyke,NA,69,Master,G9G9G
Pyke,NA,70,Master,vondo
Pyke,NA,71,Master,Monkey Pyke
Pyke,NA,72,Master,Ø Estp Princess
Pyke,NA,73,Master,samboosa
Pyke,NA,74,Master,Vasticious
Pyke,NA,75,Master,skeemour
Pyke,NA,76,Master,High Off Shimmer
Pyke,NA,77,Master,Trúst
Pyke,NA,78,Master,tubb
Pyke,NA,79,Master,TTV AntcliffLIVE
Pyke,NA,80,Master,Professor Nugg
Pyke,NA,81,Master,EVERYBODYKILLER
Pyke,NA,82,Master,tortwig
Pyke,NA,83,Master,CHEFJustSam
Pyke,NA,84,Master,Professor Chaos
Pyke,NA,85,Master,ßŽˆs
Pyke,NA,86,Grandmaster,MeHappyYouHappy
Pyke,NA,87,Master,Pooned
Pyke,NA,88,Master,Shìnigami
Pyke,NA,89,Master,Zawale
Pyke,NA,90,Grandmaster,Spìrit
Pyke,NA,91,Master,PyPyPyke
Pyke,NA,92,Master,SYDMO
Pyke,NA,93,Master,Bao Quy Đầu
Pyke,NA,94,Master,Mackey
Pyke,NA,95,Master,TapWater
Pyke,NA,96,Master,Quinze
Pyke,NA,97,Master,Monkey Pyke
Pyke,NA,98,Master,JoGray
Pyke,NA,99,Master,DropKickRecords
Pyke,NA,100,Master,Greenmachine1118
Qiyana,NA,1,Challenger,nooneknows14
Qiyana,NA,2,Challenger,Dio
Qiyana,NA,3,Challenger,pizzaman007
Qiyana,NA,4,Grandmaster,ppalli
Qiyana,NA,5,Challenger,Daimonz
Qiyana,NA,6,Challenger,Davemon
Qiyana,NA,7,Challenger,buenos dias
Qiyana,NA,8,Challenger,Choker
Qiyana,NA,9,Master,ćam
Qiyana,NA,10,Grandmaster,Stop It App
Qiyana,NA,11,Grandmaster,mars
Qiyana,NA,12,Grandmaster,I S
Qiyana,NA,13,Challenger,My Eclipse
Qiyana,NA,14,Master,元气中单
Qiyana,NA,15,Challenger,4 Stars
Qiyana,NA,16,Grandmaster,Quantum
Qiyana,NA,17,Master,iybc9o2q
Qiyana,NA,18,Master,Hanataro
Qiyana,NA,19,Master,Zwee
Qiyana,NA,20,Master,ily samet
Qiyana,NA,21,Grandmaster,Lil Mecca
Qiyana,NA,22,Master,Makima1
Qiyana,NA,23,Master,Wei
Qiyana,NA,24,Master,shuolezaijian
Qiyana,NA,25,Master,Echidna
Qiyana,NA,26,Master,EliteNA
Qiyana,NA,27,Master,christopher
Qiyana,NA,28,Master,coochie smile
Qiyana,NA,29,Master,Wavybaby
Qiyana,NA,30,Grandmaster,play better
Qiyana,NA,31,Master,Rati0KingSw0rd54
Qiyana,NA,32,Master,Nong fu san quan
Qiyana,NA,33,Grandmaster,Trọn Đời Bên Em
Qiyana,NA,34,Grandmaster,黯淡不及星光
Qiyana,NA,35,Master,CreedTrix
Qiyana,NA,36,Diamond 2,Damberson
Qiyana,NA,37,Master,MILuyaa
Qiyana,NA,38,Grandmaster,돈없다
Qiyana,NA,39,Master,Dad
Qiyana,NA,40,Master,DarkLight4
Qiyana,NA,41,Master,yutsuna
Qiyana,NA,42,Master,DoubleShotOnIce
Qiyana,NA,43,Master,Zekken Yuuki
Qiyana,NA,44,Diamond 1,qix2
Qiyana,NA,45,Master,haoyunyangyang
Qiyana,NA,46,Master,2NE1
Qiyana,NA,47,Master,祝你生活愉快
Qiyana,NA,48,Master,holychickencows
Qiyana,NA,49,Diamond 1,Camilo
Qiyana,NA,50,Master,AVOID EVERYONE
Qiyana,NA,51,Master,LôsingStreak
Qiyana,NA,52,Master,L9 SWE HIGH TC
Qiyana,NA,53,Master,seku
Qiyana,NA,54,Master,Jungle Terrorism
Qiyana,NA,55,Master,Juke Jouster
Qiyana,NA,56,Master,Javii
Qiyana,NA,57,Master,ZacTheSnack
Qiyana,NA,58,Master,Ninja Koala
Qiyana,NA,59,Master,台 灣
Qiyana,NA,60,Diamond 1,Black Lotus
Qiyana,NA,61,Master,Tatertots
Qiyana,NA,62,Master,Student Feng
Qiyana,NA,63,Diamond 2,Swagmonster
Qiyana,NA,64,Diamond 1,二月月
Qiyana,NA,65,Master,睡不了一点
Qiyana,NA,66,Diamond 1,D3AD BUT PRETTY
Qiyana,NA,67,Master,Its So Big 1
Qiyana,NA,68,Master,HauntedSilence
Qiyana,NA,69,Master,Jinx
Qiyana,NA,70,Diamond 1,6  h o t d o g 9
Qiyana,NA,71,Diamond 1,dowgater
Qiyana,NA,72,Diamond 1,GrubbyTurtle
Qiyana,NA,73,Master,νωθρότητα
Qiyana,NA,74,Master,Baxtoner
Qiyana,NA,75,Diamond 1,lncognlto7
Qiyana,NA,76,Master,Poop Bender
Qiyana,NA,77,Master,Shrugz
Qiyana,NA,78,Master,Beifeng
Qiyana,NA,79,Master,qwer1234
Qiyana,NA,80,Master,999ª
Qiyana,NA,81,Master,Berenthal
Qiyana,NA,82,Master,HolyCarrot
Qiyana,NA,83,Master,Reaz
Qiyana,NA,84,Diamond 1,swtlive
Qiyana,NA,85,Master,吸一口粘屎泡尿的痰
Qiyana,NA,86,Master,zoriya
Qiyana,NA,87,Diamond 1,Flørían
Qiyana,NA,88,Master,BabjwoBBQ
Qiyana,NA,89,Master,Yí Lù Xìang Bei
Qiyana,NA,90,Master,Arekpro
Qiyana,NA,91,Master,arianagrandefan6
Qiyana,NA,92,Diamond 1,fortnitepro69
Qiyana,NA,93,Master,现在是 幻想时间
Qiyana,NA,94,Master,MIRumuu
Qiyana,NA,95,Master,超级无敌毁天灭地宇宙第一巨型脑仁
Qiyana,NA,96,Master,要成功啊
Qiyana,NA,97,Diamond 2,你的爸爸
Qiyana,NA,98,Diamond 1,Zip The Zap
Qiyana,NA,99,Master,Naapstaton
Qiyana,NA,100,Master,Froyo
Quinn,NA,1,Challenger,QuinnAD
Quinn,NA,2,Grandmaster,LOL Player
Quinn,NA,3,Grandmaster,bean machine
Quinn,NA,4,Challenger,Denathor
Quinn,NA,5,Master,Lazzaro
Quinn,NA,6,Master,Femboy Kisser
Quinn,NA,7,Master,PartyShoes
Quinn,NA,8,Master,Bungo BALLS
Quinn,NA,9,Master,MATTASAN30
Quinn,NA,10,Grandmaster,Kingicepop
Quinn,NA,11,Master,Rhynosaurus
Quinn,NA,12,Master,canofb3ans
Quinn,NA,13,Grandmaster,Hyperton
Quinn,NA,14,Master,0kay
Quinn,NA,15,Master,치즈인더트랩
Quinn,NA,16,Master,奶酪陷阱
Quinn,NA,17,Master,QuinnAD Weakside
Quinn,NA,18,Master,TSM Chris Hansen
Quinn,NA,19,Master,Sea dweller
Quinn,NA,20,Master,mononoke
Quinn,NA,21,Master,Cashew
Quinn,NA,22,Master,MARVIN THE EVIL
Quinn,NA,23,Master,Geranimo
Quinn,NA,24,Master,Angry Mom
Quinn,NA,25,Master,Galbicity
Quinn,NA,26,Master,Real Brad
Quinn,NA,27,Master,Amare Cattus KR
Quinn,NA,28,Master,花生恶魔
Quinn,NA,29,Master,Raw Seal
Quinn,NA,30,Diamond 1,bean687
Quinn,NA,31,Master,ThereTheir
Quinn,NA,32,Master,ilovelaka
Quinn,NA,33,Diamond 1,Sheppard
Quinn,NA,34,Master,Christ Is King
Quinn,NA,35,Diamond 1,Falunex
Quinn,NA,36,Diamond 1,探索者 贾斯凯
Quinn,NA,37,Diamond 2,Dteks
Quinn,NA,38,Master,Mad Dog Gank Top
Quinn,NA,39,Diamond 2,egduJ
Quinn,NA,40,Diamond 1,greenee
Quinn,NA,41,Master,CKG
Quinn,NA,42,Diamond 2,ku ku xing nan
Quinn,NA,43,Diamond 2,Scaring
Quinn,NA,44,Diamond 2,Burrito
Quinn,NA,45,Master,Epsilon
Quinn,NA,46,Diamond 2,IronicRedIron
Quinn,NA,47,Master,Jaze
Quinn,NA,48,Diamond 1,FreeStriker603
Quinn,NA,49,Diamond 2,DouglassF
Quinn,NA,50,Diamond 2,AscIepius
Quinn,NA,51,Diamond 2,Fluffy Yuumi
Quinn,NA,52,Diamond 1,Frightful
Quinn,NA,53,Diamond 1,SSNESH
Quinn,NA,54,Diamond 2,dictater
Quinn,NA,55,Diamond 1,Orz Orz
Quinn,NA,56,Diamond 2,57 Leaf Clover
Quinn,NA,57,Master,BevisiJaX
Quinn,NA,58,Diamond 1,ocha thai noodle
Quinn,NA,59,Diamond 2,WHYBOTFEEDING
Quinn,NA,60,Master,jesus
Quinn,NA,61,Master,DWDWDWDW
Quinn,NA,62,Diamond 2,ThicccPie
Quinn,NA,63,Diamond 2,Vanity
Quinn,NA,64,Diamond 2,vsoponrocks
Quinn,NA,65,Master,DJ Drop The Beat
Quinn,NA,66,Master,Surveil
Quinn,NA,67,Diamond 2,GlassOvO
Quinn,NA,68,Master,Þhanłºm
Quinn,NA,69,Diamond 1,sjc0224
Quinn,NA,70,Diamond 1,macallan
Quinn,NA,71,Diamond 2,deluxecoco
Quinn,NA,72,Diamond 2,Hugene
Quinn,NA,73,Diamond 2,Clown Baby
Quinn,NA,74,Diamond 2,XxCodeMasterxX
Quinn,NA,75,Diamond 2,Kimrax
Quinn,NA,76,Diamond 2,Apaw
Quinn,NA,77,Diamond 2,TheHiddenBoo
Quinn,NA,78,Diamond 1,Sukuna
Quinn,NA,79,Diamond 2,Maar
Quinn,NA,80,Diamond 2,no more hiding
Quinn,NA,81,Diamond 2,Danwel
Quinn,NA,82,Master,toughluck
Quinn,NA,83,Diamond 1,Metacrisis
Quinn,NA,84,Diamond 1,Hooniee
Quinn,NA,85,Diamond 2,itwasthisoragf
Quinn,NA,86,Diamond 2,lumographian
Quinn,NA,87,Diamond 2,chibirobo24
Quinn,NA,88,Diamond 2,Wolfgod Invasion
Quinn,NA,89,Diamond 2,Quinn Bot
Quinn,NA,90,Diamond 2,Whynoavaliable
Quinn,NA,91,Diamond 2,Bihyunea
Quinn,NA,92,Diamond 2,galendo
Quinn,NA,93,Master,Swpighttor
Quinn,NA,94,Diamond 2,Shırowo
Quinn,NA,95,Diamond 2,LVent23
Quinn,NA,96,Diamond 2,nihilid
Quinn,NA,97,Master,NANI
Quinn,NA,98,Diamond 2,Bumbo
Quinn,NA,99,Diamond 1,G U N N N N
Quinn,NA,100,Diamond 2,NickJBL
Rakan,NA,1,Challenger,Isles2
Rakan,NA,2,Challenger,Breezyyy
Rakan,NA,3,Challenger,dtro
Rakan,NA,4,Challenger,KDKD
Rakan,NA,5,Challenger,Daption
Rakan,NA,6,Challenger,Sam
Rakan,NA,7,Challenger,level
Rakan,NA,8,Grandmaster,Breezyyy2
Rakan,NA,9,Grandmaster,Mercurial
Rakan,NA,10,Challenger,ItzYoru
Rakan,NA,11,Grandmaster,Ditto
Rakan,NA,12,Challenger,cosha
Rakan,NA,13,Grandmaster,Render
Rakan,NA,14,Grandmaster,Special Kay
Rakan,NA,15,Grandmaster,Rockabananza
Rakan,NA,16,Challenger,Saint Ghoul
Rakan,NA,17,Challenger,FLY Busio
Rakan,NA,18,Grandmaster,DeductedCarlos
Rakan,NA,19,Grandmaster,Faker
Rakan,NA,20,Challenger,snowflake
Rakan,NA,21,Grandmaster,Tempos
Rakan,NA,22,Challenger,InFlame Kub
Rakan,NA,23,Master,Nurse Nick
Rakan,NA,24,Grandmaster,flame me now
Rakan,NA,25,Grandmaster,am pog
Rakan,NA,26,Grandmaster,Gasparin
Rakan,NA,27,Grandmaster,Wberyleg
Rakan,NA,28,Grandmaster,MaRiTiMuS
Rakan,NA,29,Challenger,TL Honda CoreJJ
Rakan,NA,30,Grandmaster,Trade
Rakan,NA,31,Grandmaster,YoojungHukiriLee
Rakan,NA,32,Challenger,Lord Jamez
Rakan,NA,33,Challenger,극저온
Rakan,NA,34,Grandmaster,CreamSoda
Rakan,NA,35,Grandmaster,Breezyyy3
Rakan,NA,36,Challenger,Zev
Rakan,NA,37,Grandmaster,abigbroomstick
Rakan,NA,38,Challenger,Protos
Rakan,NA,39,Master,tramkamm
Rakan,NA,40,Grandmaster,rovex7
Rakan,NA,41,Challenger,lG Roookie
Rakan,NA,42,Master,Soraka
Rakan,NA,43,Challenger,Minuilol
Rakan,NA,44,Challenger,ebb
Rakan,NA,45,Master,Pockus
Rakan,NA,46,Grandmaster,Webb
Rakan,NA,47,Master,drowsy zno
Rakan,NA,48,Grandmaster,wild psyduck
Rakan,NA,49,Grandmaster,Zenden
Rakan,NA,50,Challenger,DOCTOR PETER
Rakan,NA,51,Challenger,回到过去
Rakan,NA,52,Master,Qube
Rakan,NA,53,Master,ll Snow ll
Rakan,NA,54,Master,Flamedramon
Rakan,NA,55,Grandmaster,ohbardito
Rakan,NA,56,Grandmaster,Teacuppers
Rakan,NA,57,Master,Strict Proctor
Rakan,NA,58,Grandmaster,Junnypoo
Rakan,NA,59,Master,Shezhomasy
Rakan,NA,60,Challenger,sth2die4
Rakan,NA,61,Master,ArekXander
Rakan,NA,62,Challenger,Neøø
Rakan,NA,63,Grandmaster,AdmirablePotato
Rakan,NA,64,Grandmaster,Nausicaaaa
Rakan,NA,65,Grandmaster,Hightlol
Rakan,NA,66,Grandmaster,Dragonmin
Rakan,NA,67,Master,Reimu
Rakan,NA,68,Grandmaster,ShepGG
Rakan,NA,69,Grandmaster,Cbootcy
Rakan,NA,70,Grandmaster,Senna Bot
Rakan,NA,71,Grandmaster,Rin
Rakan,NA,72,Grandmaster,barberbread
Rakan,NA,73,Master,1HAZAKEY
Rakan,NA,74,Master,Hezi
Rakan,NA,75,Master,FerociousNerd
Rakan,NA,76,Master,BlueLeafKID
Rakan,NA,77,Grandmaster,bobby shmurda
Rakan,NA,78,Master,gabgaut434
Rakan,NA,79,Grandmaster,Crimsonating
Rakan,NA,80,Master,Swooshe
Rakan,NA,81,Master,Boyolion
Rakan,NA,82,Grandmaster,L P
Rakan,NA,83,Grandmaster,TheJakourt
Rakan,NA,84,Grandmaster,MrBrobo
Rakan,NA,85,Grandmaster,BLOODY
Rakan,NA,86,Grandmaster,孟原快去洗脚丫
Rakan,NA,87,Grandmaster,MXT
Rakan,NA,88,Grandmaster,ChovyNemesisDun
Rakan,NA,89,Master,NOTORIOUS JIB
Rakan,NA,90,Master,Conantur Risu
Rakan,NA,91,Master,Shewasnice
Rakan,NA,92,Master,Titánia
Rakan,NA,93,Grandmaster,Darling Rainy
Rakan,NA,94,Master,DeAndre Darius
Rakan,NA,95,Master,Spunom
Rakan,NA,96,Master,TheBeast123o
Rakan,NA,97,Master,Biofrost
Rakan,NA,98,Grandmaster,Mario Sunshine
Rakan,NA,99,Master,LiteSphere9
Rakan,NA,100,Grandmaster,Jean Francois
Rammus,NA,1,Challenger,Xếp Team Như CC
Rammus,NA,2,Master,AskMeAboutJesus
Rammus,NA,3,Grandmaster,Rebel Lucifer
Rammus,NA,4,Master,LeaningTable 3
Rammus,NA,5,Master,lmagine lnting
Rammus,NA,6,Master,kyle9303
Rammus,NA,7,Master,JaronologistMat
Rammus,NA,8,Master,yurtl
Rammus,NA,9,Master,Ramm
Rammus,NA,10,Master,RaidBossRammus
Rammus,NA,11,Diamond 1,Kareeem
Rammus,NA,12,Diamond 1,NakedChocolate
Rammus,NA,13,Diamond 1,Gut Worms
Rammus,NA,14,Diamond 1,CH DM ME PLS S2
Rammus,NA,15,Diamond 1,JinNarukami1
Rammus,NA,16,Master,Moosenaski
Rammus,NA,17,Master,BOMBOM123
Rammus,NA,18,Master,saywho
Rammus,NA,19,Diamond 1,Looking for CH
Rammus,NA,20,Master,Fallouch
Rammus,NA,21,Master,Burst
Rammus,NA,22,Master,its so hard
Rammus,NA,23,Diamond 2,nam lan ra chet
Rammus,NA,24,Diamond 1,hgnrwka
Rammus,NA,25,Master,XxDVRKWH1SP3RxX
Rammus,NA,26,Master,Bukum
Rammus,NA,27,Diamond 2,wborstiv
Rammus,NA,28,Master,YAPPI
Rammus,NA,29,Master,badeyema
Rammus,NA,30,Diamond 1,LeaningTable 2
Rammus,NA,31,Diamond 2,0oKaSno0
Rammus,NA,32,Diamond 2,RamMyWhat
Rammus,NA,33,Master,Anime
Rammus,NA,34,Master,Fishing for Urf
Rammus,NA,35,Diamond 2,HoneyJo
Rammus,NA,36,Diamond 2,Gatech Jungler
Rammus,NA,37,Master,OveRate
Rammus,NA,38,Diamond 2,TypeIfMadCusBad
Rammus,NA,39,Master,Zexior
Rammus,NA,40,Master,Vallacar
Rammus,NA,41,Master,VaxNeNoRR
Rammus,NA,42,Master,I Blitz Ur Ashe
Rammus,NA,43,Master,NEWJNS Minji
Rammus,NA,44,Diamond 2,lightning55555
Rammus,NA,45,Diamond 2,mokonde
Rammus,NA,46,Master,25MM Bushmaster
Rammus,NA,47,Master,waybie
Rammus,NA,48,Diamond 2,QLegendQ
Rammus,NA,49,Diamond 2,y Mestre Hoje y
Rammus,NA,50,Diamond 2,BoobzMaGoobz
Rammus,NA,51,Diamond 1,Jungle Dilf
